rank;personName;age;finalWorth;category;source;country;state;city;organization;selfMade;gender;birthDate;title;philanthropyScore
1397;Weimin Du;58.0;2200;Healthcare;vaccines;China;;Shenzhen;;True;M;12/1/1963;;1.0
1397;Devin Finzer;31.0;2200;Technology;online marketplace;United States;New York;New York;;True;M;10/18/1990;;1.0
1397;Robert Friedland;71.0;2200;Metals & Mining;mining;Singapore;;Singapore;Ivanhoe Mines Ltd.;True;M;8/18/1950;Founder and Executive Chairman;1.0
1397;Phillip Frost;85.0;2200;Healthcare;pharmaceuticals;United States;Florida;Miami Beach;;True;M;11/11/1936;;3.0
1397;Jeffrey Gundlach;63.0;2200;Finance & Investments;investments;United States;California;Los Angeles;DoubleLine Capital;True;M;1/1/1959;CEO;1.0
1397;John Hancock;46.0;2200;Metals & Mining;mining;United Kingdom;;London;;False;M;1/2/1976;;1.0
1397;Georg Haub;60.0;2200;Fashion & Retail;retail;Germany;;Berlin;;False;M;1/1/1962;;1.0
1397;Hortensia Herrero;71.0;2200;Fashion & Retail;supermarkets;Spain;;Valencia;;False;F;5/20/1950;;1.0
1397;B. Wayne Hughes, Jr.;61.0;2200;Real Estate;storage facilities;United States;California;Malibu;;False;M;1/1/1961;;1.0
1397;Bruce Karsh;66.0;2200;Finance & Investments;private equity;United States;California;Los Angeles;Oaktree Capital Group LLC;True;M;10/10/1955;President;3.0
1397;Shlomo Kramer;56.0;2200;Technology;software, investments;Israel;;Tel Aviv;;True;M;3/14/1966;;1.0
1397;Jonathan Kwok;30.0;2200;Real Estate;Real Estate;Hong Kong;;Hong Kong;;False;M;3/1/1992;;1.0
1397;Christian Latouche;81.0;2200;Finance & Investments;accounting services;France;;Lyon;;True;M;7/18/1940;;1.0
1397;Martin Lau;49.0;2200;Technology;e-commerce;Hong Kong;;Hong Kong;;True;M;4/1/1973;;1.0
1397;Li Wa;56.0;2200;Real Estate;real estate;China;;Shenzhen;;True;M;1/1/1966;;1.0
1397;Liang Xinjun;54.0;2200;Diversified;conglomerate;China;;Shanghai;;True;M;1/1/1968;;1.0
1397;Lin Chang Su-O;81.0;2200;Real Estate;real estate;Taiwan;;Taipei;;False;F;8/1/1940;;1.0
1397;Lin Fanlian;60.0;2200;Energy;energy, real estate;China;;Linyi;;True;M;6/1/1961;;1.0
1397;Lin Lairong & family;53.0;2200;Metals & Mining;iron ore mining;China;;Bayannur;;True;M;8/9/1968;;1.0
1397;Daniel Lubetzky;53.0;2200;Food & Beverage;snack bars;United States;New York;New York;;True;M;9/28/1968;;1.0
1397;Howard Marks;75.0;2200;Finance & Investments;private equity;United States;New York;New York;Oaktree Capital Group LLC;True;M;4/23/1946;Chairman;1.0
1397;Craig McCaw;72.0;2200;Telecom;telecom;United States;Washington;Hunts Point;;False;M;8/11/1949;;1.0
1397;Vincent McMahon;76.0;2200;Sports;entertainment;United States;Connecticut;Greenwich;;True;M;8/24/1945;;1.0
1397;Mu Rongjun;42.0;2200;Technology;e-commerce;China;;Beijing;;True;M;1/1/1980;;1.0
1397;Jonathan Nelson;65.0;2200;Finance & Investments;private equity;United States;Rhode Island;Providence;Providence Equity Partners;True;M;5/18/1956;Chief executive officer;1.0
1397;Bianca Rinehart;45.0;2200;Metals & Mining;mining;Australia;;Brisbane;;False;F;3/19/1977;;1.0
1397;Ginia Rinehart;35.0;2200;Metals & Mining;mining;Australia;;Sydney;;False;F;9/6/1986;;1.0
1397;Filiz Sahenk;55.0;2200;Diversified;diversified;Turkey;;Istanbul;;False;F;2/14/1967;;1.0
1397;S.D. Shibulal;67.0;2200;Technology;software services;India;;Bangalore;;True;M;3/1/1955;;1.0
1397;Alexander Svetakov;54.0;2200;Finance & Investments;real estate;Russia;;Moscow;;True;M;2/15/1968;;1.0
1397;Jeffrey Talpins;47.0;2200;Finance & Investments;hedge fund;United States;New York;Larchmont;Element Capital Management;True;M;3/6/1975;Founder;1.0
1397;Ming Tian;68.0;2200;Technology;measuring instruments;China;;Hefei;;True;M;12/20/1953;;1.0
1397;Arvind Tiku;52.0;2200;Energy;oil & gas, investments;Singapore;;Singapore;;True;M;2/22/1970;;1.0
1397;Torsten Toeller;55.0;2200;Fashion & Retail;pet food;Germany;;Krefeld;;True;M;4/6/1966;;1.0
1397;Riaz Valani;45.0;2200;Finance & Investments;e-cigarettes;United States;California;Malibu;;True;M;9/1/1976;;1.0
1397;Pieter van der Does;52.0;2200;Technology;payments software;Netherlands;;Amsterdam;;True;M;5/1/1969;Entrepreneur;1.0
1397;Lang Walker;76.0;2200;Real Estate;real estate;Australia;;Sydney;;True;M;7/5/1945;;1.0
1397;Hope Welker;36.0;2200;Metals & Mining;mining;United States;New York;New York;;False;F;8/13/1985;;1.0
1397;Xie Bingkun & family;55.0;2200;Fashion & Retail;pearlescent pigments;China;;Fuzhou;;True;M;8/25/1966;;1.0
1397;William Young;81.0;2200;Manufacturing;plastics;United States;Michigan;Ypsilanti;;True;M;1/1/1941;;1.0
1397;Zhou Jian;45.0;2200;Energy;solar energy equipment;China;;Shenzhen;;True;M;7/1/1976;;1.0
1445;Bill and Jean Adderley & family;;2100;Fashion & Retail;home furnishings;United Kingdom;;Leicester;;True;;;;1.0
1445;Mohamed Al Fayed;93.0;2100;Fashion & Retail;retail, investments;United Kingdom;;London;;True;M;1/27/1929;;1.0
1445;Faisal Bin Qassim Al Thani;74.0;2100;Diversified;hotels, diversified;Qatar;;Doha;;True;M;1/1/1948;;1.0
1445;Masaaki Arai;56.0;2100;Real Estate;home sales;Japan;;Tokyo;;True;M;10/29/1965;;1.0
1445;Tatyana Bakalchuk;46.0;2100;Fashion & Retail;ecommerce;Russia;;Moscow region;;True;F;10/16/1975;;1.0
1445;Lee Bass;65.0;2100;Energy;oil, investments;United States;Texas;Fort Worth;;False;M;5/24/1956;;2.0
1445;Alberto Bombassei;81.0;2100;Automotive;automotive brakes;Italy;;Bergamo;;False;M;10/5/1940;;1.0
1445;Jim Breyer;60.0;2100;Technology;venture capital;United States;Texas;Austin;Breyer Capital;True;M;7/26/1961;Investor;2.0
1445;Ron Burkle;69.0;2100;Finance & Investments;supermarkets, investments;United Kingdom;;London;The Yucaipa Companies, LLC;True;M;11/12/1952;Investor;1.0
1445;Chen Huwen;51.0;2100;Manufacturing;stationery;China;;Shanghai;;True;M;7/1/1970;;1.0
1445;Chen Huxiong;51.0;2100;Manufacturing;stationery;China;;Shanghai;;True;M;7/1/1970;;1.0
1445;Chen Xuehua;61.0;2100;Metals & Mining;nonferrous;China;;Tongxiang;;True;M;1/1/1961;;1.0
1445;Bruce Cheng;86.0;2100;Technology;electronics;Taiwan;;Taipei;;True;M;1/1/1936;;1.0
1445;Ryan Cohen;36.0;2100;Finance & Investments;investments;United States;Florida;Bal Harbour;;True;M;8/4/1985;;1.0
1445;Dermot Desmond;71.0;2100;Finance & Investments;finance;Ireland;;Dublin;;True;M;7/1/1950;;1.0
1445;Fred Ehrsam;33.0;2100;Finance & Investments;cryptocurrency exchange;United States;Florida;Miami;Coinbase;True;M;5/10/1988;Cofounder;1.0
1445;John Elkann;46.0;2100;Finance & Investments;FIAT, investments;Italy;;Turin;;False;M;1/4/1976;;1.0
1445;Bob Ell;77.0;2100;Real Estate;real estate;Australia;;Surfers Paradise;;True;M;12/22/1944;;1.0
1445;Fang Xiaoliang & family;63.0;2100;Healthcare;biotech;China;;Huzhou;;True;M;9/1/1958;;1.0
1445;Lindsay Fox;84.0;2100;Logistics;logistics, real estate;Australia;;Melbourne;;True;M;4/19/1937;;1.0
1445;Gary Friedman;64.0;2100;Fashion & Retail;Furniture retail;United States;California;Belvedere;;True;M;8/6/1957;;1.0
1445;Gordon Getty;88.0;2100;Energy;Getty Oil;United States;California;San Francisco;Ann & Gordon Getty Foundation;False;M;12/20/1933;President and Chairman;3.0
1445;Dennis Gillings;77.0;2100;Healthcare;clinical trials;United States;North Carolina;Durham;;True;M;4/25/1944;;1.0
1445;Harsh Goenka;64.0;2100;Diversified;diversified;India;;Mumbai;;False;M;12/10/1957;;1.0
1445;David Hains;91.0;2100;Finance & Investments;Investments;Australia;;Melbourne;;True;M;8/19/1930;;1.0
1445;Bahaa Hariri;55.0;2100;Real Estate;real estate, investments;Switzerland;;Geneva;;False;M;4/26/1966;;1.0
1445;Shmuel Harlap;77.0;2100;Automotive;automotive;Israel;;Tel Aviv;;False;M;11/13/1944;;1.0
1445;Gerry Harvey;82.0;2100;Fashion & Retail;retail;Australia;;Sydney;;True;M;9/18/1939;;1.0
1445;Reid Hoffman;54.0;2100;Technology;LinkedIn;United States;California;Palo Alto;Greylock Partners;True;M;8/5/1967;Entrepreneur;1.0
1445;Hou Juncheng;57.0;2100;Healthcare;cosmetics;China;;Hangzhou;;True;M;12/17/1964;;1.0
1445;Thomas James;79.0;2100;Finance & Investments;finance;United States;Florida;Saint Petersburg;;False;M;5/10/1942;;1.0
1445;Eiichi Kuriwada;75.0;2100;Logistics;package delivery;Japan;;Osaka;;True;M;10/10/1946;;1.0
1445;Kwek Leng Kee;67.0;2100;Diversified;diversified;Singapore;;Singapore;;False;M;1/1/1955;;1.0
1445;Lai Shixian;47.0;2100;Fashion & Retail;sports apparel;China;;Quanzhou;;True;M;1/1/1975;;1.0
1445;Lau Cho Kun;86.0;2100;Diversified;palm oil, property;Malaysia;;Tawau, Sabah;;False;M;1/10/1936;;1.0
1445;Lee Hae-jin;54.0;2100;Technology;Internet;South Korea;;Seoul;NAVER Corp.;True;M;6/22/1967;;1.0
1445;Harald Link;67.0;2100;Diversified;diversified;Thailand;;Bangkok;;False;M;1/12/1955;;1.0
1445;Liu Xiucai & family;65.0;2100;Manufacturing;chemicals;China;;Shanghai;;True;M;3/1/1957;;1.0
1445;Yangyong Luo & family;46.0;2100;Metals & Mining;mining;China;;Panzhihua;;True;M;6/2/1975;;1.0
1445;Igor Makarov;60.0;2100;Energy;investments;United States;Florida;Miami;;True;M;4/5/1962;;1.0
1445;Alexander Mamut;62.0;2100;Finance & Investments;investments;Israel;;Tel Aviv;;True;M;1/29/1960;;1.0
1445;David Mindus;50.0;2100;Real Estate;real estate;Sweden;;Stockholm;;True;M;1/26/1972;;1.0
1445;Yuji Otsuka;68.0;2100;Technology;copy machines, software;Japan;;Tokyo;;False;M;2/13/1954;;1.0
1445;Clive Palmer;68.0;2100;Metals & Mining;mining;Australia;;Brisbane;;True;M;3/26/1954;;1.0
1445;Ajay Parekh;64.0;2100;Manufacturing;adhesives;India;;Mumbai;;False;M;6/23/1957;;1.0
1445;Narendrakumar Parekh;83.0;2100;Manufacturing;adhesives;India;;Mumbai;;False;M;4/17/1938;;1.0
1445;Xiangdong Qi;51.0;2100;Technology;software;China;;Beijing;;True;M;10/1/1970;;1.0
1445;Jianhua Ren;65.0;2100;Manufacturing;kitchen appliances;China;;Hangzhou;;True;M;8/1/1956;;1.0
1445;Alice Schwartz;95.0;2100;Healthcare;biotech;United States;California;El Cerrito;;True;F;7/2/1926;;1.0
1445;Peter Sondakh;72.0;2100;Finance & Investments;investments;Indonesia;;Surabaya;;True;M;2/26/1950;;1.0
1445;Song Fei;55.0;2100;Manufacturing;machinery;China;;Yantai;;True;M;9/12/1966;;1.0
1445;Timothy Springer;74.0;2100;Healthcare;biotech;United States;Massachusetts;Chestnut Hill;;True;M;2/23/1948;;1.0
1445;Suyu Su & family;73.0;2100;Real Estate;utilities, real estate;China;;Shantou;;True;F;11/24/1948;;1.0
1445;Elizabeth Sy;69.0;2100;Diversified;diversified;Philippines;;Manila;;False;F;6/1/1952;;1.0
1445;Sukanto Tanoto;72.0;2100;Diversified;diversified;Singapore;;Singapore;;True;M;12/25/1949;;1.0
1445;Jayshree Ullal;61.0;2100;Technology;computer networking;United States;California;Saratoga;;True;F;3/27/1961;;1.0
1445;Sunny Varkey;64.0;2100;Service;education;United Arab Emirates;;Dubai;;False;M;4/9/1957;;1.0
1445;Jitendra Virwani;56.0;2100;Real Estate;real estate;India;;Bangalore;;False;M;2/18/1966;;1.0
1445;Wang Ren-sheng;90.0;2100;Fashion & Retail;retail;China;;Zhengzhou;;True;M;12/1/1931;;1.0
1445;Wang Wenmo;65.0;2100;Fashion & Retail;sports apparel;China;;Quanzhou;;True;M;1/1/1957;;1.0
1445;Thomas Wu;72.0;2100;Finance & Investments;finance;Taiwan;;Taipei;;False;M;4/1/1950;;1.0
1445;Wu Ying;57.0;2100;Manufacturing;materials;China;;Xianyang;;True;M;4/16/1964;;1.0
1445;Amy Wyss;51.0;2100;Healthcare;medical equipment;United States;Wyoming;Wilson;;False;F;1/1/1971;;2.0
1445;Xiang Guangming & family;58.0;2100;Manufacturing;waste disposal;China;;Wenzhou;;True;M;10/1/1963;;1.0
1445;Xu Shugen;56.0;2100;Manufacturing;construction, mining machinery;China;;Hangzhou;;True;M;6/12/1965;;1.0
1445;Steven Meng Yang & family;39.0;2100;Technology;electronics;China;;Changsha;;True;M;5/1/1982;;1.0
1445;Clayton Zekelman;53.0;2100;Manufacturing;steel;Canada;;Windsor;;False;M;1/1/1969;;1.0
1445;Hongfei Zhao;47.0;2100;Technology;software;China;;Beijing;;True;M;6/1/1974;;1.0
1513;S. Daniel Abraham;97.0;2000;Food & Beverage;Slim-Fast;United States;Florida;Palm Beach;S. Daniel Abraham Center for Middle East Peace;True;M;8/15/1924;Chairman;3.0
1513;Aziz Akhannouch & family;61.0;2000;Diversified;petroleum, diversified;Morocco;;Casablanca;;False;M;1/1/1961;;1.0
1513;Andrey Andreev;48.0;2000;Technology;online dating;United Kingdom;;London;;True;M;2/3/1974;;1.0
1513;Ramon Ang;68.0;2000;Food & Beverage;diversified;Philippines;;Manila;;True;M;1/14/1954;;1.0
1513;Guilherme Benchimol;45.0;2000;Finance & Investments;financial services;Brazil;;Rio de Janeiro;;True;M;7/7/1976;Investor;1.0
1513;Julio Bozano;86.0;2000;Finance & Investments;banking;Brazil;;Rio de Janeiro;;True;M;2/1/1936;;1.0
1513;Ryan Breslow;27.0;2000;Technology;e-commerce software;United States;Florida;Miami;Bolt;True;M;5/20/1994;Cofounder;1.0
1513;Cao Jianwei;43.0;2000;Manufacturing;semiconductors;China;;Shangyu;;True;M;5/30/1978;;1.0
1513;Herb Chambers;80.0;2000;Automotive;car dealerships;United States;Massachusetts;Boston;;True;M;1/1/1942;;1.0
1513;Daniel Chiu;61.0;2000;Energy;oil & gas;Hong Kong;;Hong Kong;;True;M;11/30/1960;;1.0
1513;Tim Cook;61.0;2000;Technology;Apple;United States;California;Cupertino;Apple;True;M;11/1/1960;CEO;1.0
1513;Brunello Cucinelli & family;68.0;2000;Fashion & Retail;fashion;Italy;;Solomeo;;True;M;9/3/1953;;1.0
1513;Georgi Domuschiev;49.0;2000;Diversified;animal health, investments;United Kingdom;;London;;True;M;8/6/1972;;1.0
1513;Kiril Domuschiev;52.0;2000;Diversified;animal health, investments;United Kingdom;;London;;True;M;4/18/1969;;1.0
1513;Glenn Dubin;64.0;2000;Finance & Investments;hedge funds;United States;New York;New York;Highbridge Capital Management;True;M;4/13/1957;Co-Founder;4.0
1513;James Duff;61.0;2000;Diversified;tires, diversified;United States;Mississippi;Hattiesburg;;True;M;3/7/1961;;1.0
1513;Thomas Duff;65.0;2000;Diversified;tires, diversified;United States;Mississippi;Hattiesburg;;True;M;12/31/1956;;1.0
1513;Robert Duggan;77.0;2000;Healthcare;pharmaceuticals;United States;Florida;Clearwater;;True;M;4/28/1944;;1.0
1513;Maria Franca Fissolo;87.0;2000;Food & Beverage;Nutella, chocolates;Monaco;;Monaco;;False;F;1/1/1935;;1.0
1513;Fu Mingkang & family;59.0;2000;Manufacturing;manufacturing;China;;Ningbo;;True;M;3/17/1963;;1.0
1513;Jay Hennick;65.0;2000;Finance & Investments;real estate finance;Canada;;Toronto;;True;M;1/20/1957;;1.0
1513;Orion Hindawi;42.0;2000;Technology;software;United States;Washington;Seattle;Tanium;True;M;1/10/1980;CEO;1.0
1513;Ji Qi;55.0;2000;Real Estate;hotels, motels;China;;Shanghai;;True;M;10/1/1966;;1.0
1513;Kim Chang-soo;61.0;2000;Fashion & Retail;apparel;South Korea;;Seoul;;True;M;4/1/1961;;1.0
1513;Vyacheslav Kim;52.0;2000;Finance & Investments;fintech;Kazakhstan;;Almaty;;True;M;6/12/1969;;1.0
1513;Kuan Kam Hon & family;74.0;2000;Manufacturing;rubber gloves;Malaysia;;Kuala Lumpur;;True;M;9/4/1947;;1.0
1513;Egor Kulkov;50.0;2000;Healthcare;pharmaceuticals;Switzerland;;Grimisuat;;True;M;12/7/1971;;1.0
1513;Josh Kushner;36.0;2000;Finance & Investments;venture capital;United States;New York;New York City;Thrive Capital;True;M;6/12/1985;Managing Partner;1.0
1513;Henry Laufer;76.0;2000;Finance & Investments;hedge funds;United States;Florida;Lake Worth;;True;M;8/13/1945;Investor;1.0
1513;Thomas Lee;78.0;2000;Finance & Investments;private equity;United States;New York;New York;;True;M;3/27/1944;;1.0
1513;Michael Lee-Chin;71.0;2000;Finance & Investments;mutual funds;Canada;;Burlington;;True;M;1/3/1951;;1.0
1513;Li Xuhui;53.0;2000;Food & Beverage;soy sauce;China;;Foshan;;True;F;6/15/1968;;1.0
1513;Lim Kok Thay;70.0;2000;Gambling & Casinos;casinos;Malaysia;;Kuala Lumpur;;False;M;8/16/1951;;1.0
1513;Joao Roberto Marinho;68.0;2000;Media & Entertainment;media;Brazil;;Rio de Janeiro;;False;M;9/16/1953;;1.0
1513;Jose Roberto Marinho;66.0;2000;Media & Entertainment;media;Brazil;;Rio de Janeiro;;False;M;12/26/1955;;1.0
1513;Roberto Irineu Marinho;74.0;2000;Media & Entertainment;media;Brazil;;Rio de Janeiro;;False;M;10/13/1947;;1.0
1513;Jim McKelvey;56.0;2000;Technology;mobile payments;United States;Missouri;St. Louis;;True;M;10/19/1965;;1.0
1513;Robert Miller;88.0;2000;Fashion & Retail;retail;Hong Kong;;Hong Kong;;True;M;5/23/1933;;1.0
1513;David Nahmad;74.0;2000;Fashion & Retail;art collection;United States;New York;New York;;True;M;4/14/1947;;1.0
1513;Florentino Perez;75.0;2000;Construction & Engineering;construction;Spain;;Madrid;;True;M;3/8/1947;;1.0
1513;Jennifer Pritzker;71.0;2000;Finance & Investments;hotels, investments;United States;Illinois;Chicago;Tawani Enterprises;False;F;8/13/1950;CEO;1.0
1513;Linda Pritzker;68.0;2000;Service;hotels, investments;United States;Montana;Missoula;;False;F;9/14/1953;;1.0
1513;P.V. Ramprasad Reddy;64.0;2000;Healthcare;pharmaceuticals;India;;Hyderabad;;True;M;3/30/1958;;1.0
1513;Joe Rogers, Jr.;75.0;2000;Food & Beverage;Waffle House;United States;Georgia;Atlanta;;False;M;12/2/1946;;1.0
1513;Ruan Shuilong & family;86.0;2000;Manufacturing;chemicals;China;;Shangyu;;True;M;12/1/1935;;1.0
1513;Phil Ruffin;87.0;2000;Diversified;casinos, real estate;United States;Nevada;Las Vegas;;True;M;3/17/1935;;1.0
1513;Vinod Saraf;69.0;2000;Manufacturing;chemicals;India;;Mumbai;;True;M;6/16/1952;;1.0
1513;Maria-Elisabeth Schaeffler-Thumann;80.0;2000;Automotive;auto parts;Germany;;Herzogenaurach;;False;F;8/17/1941;;1.0
1513;Genhuo Shao;56.0;2000;Food & Beverage;agribusiness;China;;Beijing;;True;M;7/29/1965;Entrepreneur;1.0
1513;Shen Xiqiang & family;74.0;2000;Energy;chemical;China;;Yixing;;True;M;3/2/1948;;1.0
1513;Shi Wen-long;94.0;2000;Manufacturing;plastics;Taiwan;;Tainan;;True;M;2/1/1928;;1.0
1513;Thaksin Shinawatra;72.0;2000;Finance & Investments;investments;United Arab Emirates;;Dubai;;True;M;7/26/1949;;1.0
1513;Alexander Skorobogatko;54.0;2000;Logistics;real estate, airport;Russia;;Moscow;;True;M;9/25/1967;;1.0
1513;Sylvia Stroeher;66.0;2000;Fashion & Retail;cosmetics;Germany;;Darmstadt;;False;F;5/30/1955;;1.0
1513;Wichai Thongtang;75.0;2000;Finance & Investments;investments;Thailand;;Bangkok;;True;M;1/1/1947;;1.0
1513;Todd Wagner;61.0;2000;Media & Entertainment;online media;United States;Texas;Dallas;;True;M;8/2/1960;;1.0
1513;Wang Jianguo;62.0;2000;Fashion & Retail;retail;China;;Nanjing;;True;M;1/1/1960;;1.0
1513;Shuifu Wang;67.0;2000;Manufacturing;Manufacturing;China;;Hangzhou;;True;M;2/10/1955;;1.0
1513;Wenbiao Wang;65.0;2000;Manufacturing;natural gas, fertilizers;China;;Beijing;;True;M;1/1/1957;;1.0
1513;Kanye West;44.0;2000;Fashion & Retail;music, sneakers;United States;California;Los Angeles;Musician;True;M;6/8/1977;;1.0
1513;Evan Williams;50.0;2000;Technology;Twitter;United States;California;San Francisco;Twitter;True;M;3/31/1972;Entrepreneur;2.0
1513;Zhongyi Wu;48.0;2000;Technology;electronics;China;;Xiamen;;True;M;10/28/1973;;1.0
1513;Zhihan Xu;49.0;2000;Technology;electronics;China;;Wuxi;;True;M;11/30/1972;;1.0
1513;Yan Zhi;49.0;2000;Real Estate;real estate;China;;Wuhan;;True;M;7/1/1972;;1.0
1513;Michael Ying;72.0;2000;Fashion & Retail;retail;Hong Kong;;Hong Kong;;True;M;12/1/1949;;1.0
1513;Yuan Liping;51.0;2000;Healthcare;pharmaceuticals;China;;Shenzhen;;False;F;1/1/1971;;1.0
1579;Anu Aga;79.0;1900;Construction & Engineering;engineering;India;;Pune;;False;F;8/1/1942;;1.0
1579;Joy Alukkas;65.0;1900;Fashion & Retail;jewelry;India;;Cochin;;False;M;9/4/1956;;1.0
1579;Sezai Bacaksiz;72.0;1900;Diversified;diversified;Turkey;;Ankara;;True;M;7/27/1949;;1.0
1579;Baokun Bai;52.0;1900;Manufacturing;hardware;China;;Dongguan;;True;M;;;1.0
1579;Acharya Balkrishna;49.0;1900;Food & Beverage;consumer goods;India;;Haridwar;;True;M;7/25/1972;;1.0
1579;Kiki Barki;82.0;1900;Energy;coal;Indonesia;;Jakarta;;True;M;11/25/1939;;1.0
1579;John Bloor;78.0;1900;Diversified;real estate, manufacturing;United Kingdom;;Aberdyfi;;True;M;6/16/1943;;1.0
1579;Nicola Bulgari;81.0;1900;Fashion & Retail;luxury goods;Italy;;Rome;;False;M;1/16/1941;;1.0
1579;Alejandro Bulgheroni;77.0;1900;Energy;oil & gas;Uruguay;;Manantiales;;False;M;11/1/1944;;1.0
1579;Chen Kaichen;;1900;Manufacturing;household chemicals;China;;Guangzhou;;True;M;;;1.0
1579;Fernando Chico Pardo;70.0;1900;Service;airport management;Mexico;;Mexico City;;True;M;2/15/1952;;1.0
1579;Jose Luis Cutrale;75.0;1900;Food & Beverage;orange juice;Brazil;;Sao Paulo;;False;M;9/17/1946;;1.0
1579;D. Leopoldo Del Pino;59.0;1900;Construction & Engineering;construction;Spain;;Madrid;;False;M;7/30/1962;;1.0
1579;James Dinan;62.0;1900;Finance & Investments;hedge funds;United States;New York;North Salem;York Capital Management;True;M;5/22/1959;Founder;2.0
1579;Francois Feuillet & family;73.0;1900;Automotive;motorhomes, RVs;France;;Paris;;False;M;1/1/1949;;1.0
1579;Guangming Fu & family;68.0;1900;Food & Beverage;poultry;China;;Nanping;;True;M;10/2/1953;;1.0
1579;Mario Gabelli;80.0;1900;Finance & Investments;money management;United States;Connecticut;Greenwich;;True;M;3/31/1942;;1.0
1579;Reinold Geiger;74.0;1900;Fashion & Retail;beauty products;Switzerland;;Geneva;;True;M;7/10/1947;;1.0
1579;He Zhenggang;68.0;1900;Manufacturing;chemicals;China;;Leshan;;True;M;3/25/1954;;1.0
1579;Roberto Hernandez Ramirez;80.0;1900;Finance & Investments;banking, investments;Mexico;;Mexico City;;True;M;3/24/1942;;1.0
1579;Hoi Kin Hong;69.0;1900;Real Estate;real estate;China;;Shanghai;;True;M;9/1/1952;;1.0
